volume_ratio_group,method,n_cases,dice_mean,dice_std,dice_median,iou_mean,iou_std,iou_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,pred_vol_cm3_mean,pred_vol_cm3_std,pred_vol_cm3_median,gt_vol_cm3_mean,gt_vol_cm3_std,gt_vol_cm3_median,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_std,pred_to_gt_vol_ratio_median,largest_component_fraction_mean,largest_component_fraction_std,largest_component_fraction_median
<0.5 under,kin_v2_lcc,50,0.3351018945207687,0.21079863979566799,0.37198699084133224,,,,0.7099950087815098,0.35392652368914435,0.8513204573120678,0.22910815522938852,0.1557138391147071,0.2366833656271867,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,kin_v2_kinetic_cc,50,0.12262838076566868,0.2216415017078323,0.0,,,,0.38527074780018644,0.46425439234679056,0.0,0.0855820306261907,0.15953367147259492,0.0,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,kin_delta_v2_lcc_minus_raw,50,-0.010977077531461566,0.053983040256110906,-0.0018506063625888,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,kin_delta_kineticcc_minus_lcc,50,-0.21247351375510015,0.22158322800504268,-0.20551169201494113,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v1_raw_error_1_minus,50,0.6520992479103248,0.20133663031044502,0.6406322763920934,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v1_lcc_error_1_minus,50,0.6579552280462838,0.218698255984245,0.6228932712751869,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v1_small50_error_1_minus,50,0.6543401176582087,0.20281414384854266,0.645197857789159,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v1_small100_error_1_minus,50,0.6548533411892451,0.20323136622566387,0.6453202951113088,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v2_raw_error_1_minus,50,0.6539210279477696,0.1972859330676533,0.6444212964110855,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v2_lcc_error_1_minus,50,0.6648981054792311,0.21079863979566796,0.6280130091586678,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v2_small50_error_1_minus,50,0.6567783226524737,0.19837160514880015,0.6455547868141709,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
<0.5 under,v2_small100_error_1_minus,50,0.6573755613614399,0.19868139274068172,0.6453006674583152,,,,,,,,,,,,,77.74047157068003,101.59003858052553,38.8555896869002,,,,,,
