target,feature,spearman_rho,p_value,n,abs_rho,q_value_bh
v2_lcc_dice,kin_v1_raw_voxels,-0.116526844564305,0.0074669469171329515,526,0.116526844564305,0.02496093683727301
v2_lcc_dice,v2_small50_pred_voxels,-0.1081440589900739,0.013078237553531845,526,0.1081440589900739,0.042319266996376226
v2_lcc_dice,v1_small50_pred_voxels,-0.10778790925670012,0.01338301605868308,526,0.10778790925670012,0.042319266996376226
v2_lcc_dice,v2_small100_pred_voxels,-0.10628163335799588,0.014742325858468868,526,0.10628163335799588,0.044681514118851254
v2_lcc_dice,v1_small100_pred_voxels,-0.10612139387652912,0.014893838039617085,526,0.10612139387652912,0.044681514118851254
v2_lcc_dice,kin_selected_max_enh,-0.10305209727758993,0.01818236781855708,525,0.10305209727758993,0.05318342586927947
v2_lcc_dice,kin_v2_kinetic_cc_voxels,0.10192820395840857,0.019375685731977746,526,0.10192820395840857,0.05397512453908087
v2_lcc_dice,kin_selected_voxels,0.10192820395840857,0.019375685731977746,526,0.10192820395840857,0.05397512453908087
v2_lcc_dice,kin_selected_score,-0.09542386964806168,0.02879988979004878,525,0.09542386964806168,0.07792731105877825
v2_lcc_dice,voxel_volume_mm3,-0.09503492090906188,0.029305997321249937,526,0.09503492090906188,0.07792731105877825
v2_lcc_dice,kin_gt_time_to_peak_s,-0.07574690329616532,0.0826358387398451,526,0.07574690329616532,0.21274792894705374
v2_lcc_dice,kin_ring_voxels,0.07550004753535805,0.08364448488516643,526,0.07550004753535805,0.21274792894705374
v2_lcc_dice,v1_lcc_pred_vol_cm3,-0.07213299077275077,0.09841936698585364,526,0.07213299077275077,0.24500140292223138
v2_lcc_dice,v2_lcc_pred_vol_cm3,-0.06727077075314697,0.12333876615028924,526,0.06727077075314697,0.30063824249133003
v2_lcc_dice,kin_fg_voxels,0.06622111375826663,0.12931394816405847,526,0.06622111375826663,0.3087700394937723
v2_lcc_dice,kin_fg_time_to_peak_s,-0.06317056666577413,0.14795409367095194,526,0.06317056666577413,0.3462125791900275
v2_lcc_dice,kin_selected_auc_norm,-0.06218878391554227,0.15476364573118528,525,0.06218878391554227,0.3550460107950721
v2_lcc_dice,kin_ring_auc_enh,-0.0606866651825569,0.16458966752850368,526,0.0606866651825569,0.3703267519391333
v2_lcc_dice,kin_gt_mean_last_enh,-0.06002101694403616,0.16927783352454068,526,0.06002101694403616,0.3736888023088917
