primary_failure_type,method,n_cases,dice_mean,dice_std,dice_median,iou_mean,iou_std,iou_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,pred_vol_cm3_mean,pred_vol_cm3_std,pred_vol_cm3_median,gt_vol_cm3_mean,gt_vol_cm3_std,gt_vol_cm3_median,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_std,pred_to_gt_vol_ratio_median,largest_component_fraction_mean,largest_component_fraction_std,largest_component_fraction_median
mixed_or_boundary_error,v2_raw,53,0.5721379148447987,0.10562582824574791,0.6008070542519802,0.40777489495710995,0.09781859013702054,0.4293954283272805,0.5701995802586901,0.20243091481785938,0.545747038775948,0.6357614901081352,0.12748021589211195,0.5990382413556217,32.05140876959419,37.15501495608667,19.13590706388932,25.754472185305378,28.76541914395701,15.211181640625,1.2928708318798487,0.5772945518591955,1.159711684370258,0.8126122576067679,0.16791342416464639,0.8737911220814956
mixed_or_boundary_error,v2_lcc,53,0.6346875242921081,0.0784307392879782,0.6621338912133892,0.4690630048087046,0.07469925544809797,0.4949179046129789,0.6882448591211222,0.1762848573266728,0.6618504435994931,0.6282910564037303,0.12890129887280619,0.5899053627760252,25.792072144000375,32.16025357341441,12.602181241102516,25.754472185305378,28.76541914395701,15.211181640625,0.9930836816749004,0.3706002835629978,0.9435987372851632,,,
mixed_or_boundary_error,v1_small50,53,0.5750727739664332,0.10865358285403517,0.606158283145305,0.41110304270588643,0.1008868153202536,0.4348831548198636,0.5706886854761539,0.20410984624637385,0.551040197461213,0.641461438651055,0.12762368338974034,0.6147135795289328,32.06057817731553,36.47085970968249,18.3837199099944,25.754472185305378,28.76541914395701,15.211181640625,1.30488516875757,0.5802304225729606,1.169751238364814,,,
mixed_or_boundary_error,v1_small100,53,0.5777190828943187,0.1077009379747405,0.6095159967186218,0.41361255159310123,0.1002164472360696,0.4383480825958702,0.5762321857781927,0.20467322118625045,0.5523726044862345,0.6403917083590819,0.12805321863287594,0.6147135795289328,31.733376873000125,36.18946991968865,17.881892545172015,25.754472185305378,28.76541914395701,15.211181640625,1.2873299461870988,0.5691851089256863,1.1508491644439605,,,
mixed_or_boundary_error,v2_small50,53,0.5803693945985643,0.1032369450624451,0.6061685667752443,0.41568063743977357,0.09646286829273945,0.4348937413276856,0.5870306920813111,0.2030024097276493,0.5582384730366793,0.6331671253507412,0.1281661495179917,0.5978932905885047,31.000220978389592,36.11572830668977,18.38482769667171,25.754472185305378,28.76541914395701,15.211181640625,1.2433943936262004,0.5481529639842195,1.079514415781487,,,
mixed_or_boundary_error,v2_small100,53,0.5827080854868961,0.10243401222815988,0.60951922262681,0.4179269137539509,0.09595098972848481,0.4383514195559582,0.5924494224372225,0.2038379791486169,0.5582384730366793,0.6319013113773014,0.12854230412982753,0.5978932905885047,30.679536492905967,35.83372251632422,17.881892545172015,25.754472185305378,28.76541914395701,15.211181640625,1.2269606563203792,0.5364254536555625,1.0627924248050502,,,
mixed_or_boundary_error,kin_v1_raw,53,0.5667638920863491,0.11073652585329655,0.6008070542519802,,,,0.5546204344088476,0.20339035741269434,0.5250146652141121,0.6438931221883805,0.12705139012002772,0.6155859261413201,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_v1_lcc,53,0.6309451952319802,0.08405590204222786,0.6540319129424711,,,,0.671143311360501,0.18005932382321385,0.6412917140974178,0.6368378138658606,0.1284408321943474,0.6082773539792782,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_v2_raw,53,0.5721379148447987,0.10562582824574791,0.6008070542519802,,,,0.5701995802586901,0.20243091481785938,0.545747038775948,0.6357614901081352,0.12748021589211195,0.5990382413556217,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_v2_lcc,53,0.6346875242921081,0.0784307392879782,0.6621338912133892,,,,0.6882448591211222,0.1762848573266728,0.6618504435994931,0.6282910564037303,0.12890129887280619,0.5899053627760252,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_v2_kinetic_cc,53,0.2677211365868583,0.32231070586586225,0.0035099199857223,,,,0.4454511991232807,0.38346535203658744,0.5383725026420412,0.2605473123911326,0.32452589943976834,0.0017582024614834,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_delta_v2_lcc_minus_raw,53,0.06254960944730914,0.06936896054297143,0.0345348598633654,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,kin_delta_kineticcc_minus_lcc,53,-0.36696638770524953,0.3187204431049595,-0.5600366636113657,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v1_raw_error_1_minus,53,0.4332361079136508,0.11073652585329655,0.3991929457480198,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v1_lcc_error_1_minus,53,0.36905480476801983,0.08405590204222786,0.3459680870575289,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v1_small50_error_1_minus,53,0.4249272260335667,0.10865358285403516,0.393841716854695,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v1_small100_error_1_minus,53,0.4222809171056813,0.1077009379747405,0.3904840032813782,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v2_raw_error_1_minus,53,0.4278620851552013,0.10562582824574791,0.3991929457480198,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v2_lcc_error_1_minus,53,0.3653124757078921,0.07843073928797821,0.3378661087866108,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v2_small50_error_1_minus,53,0.41963060540143576,0.10323694506244509,0.3938314332247556,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
mixed_or_boundary_error,v2_small100_error_1_minus,53,0.41729191451310377,0.10243401222815988,0.39048077737319,,,,,,,,,,,,,25.754472185305378,28.76541914395701,15.211181640625,,,,,,
oversegmentation,v1_raw,16,0.4826340713894467,0.09454640523674954,0.4819833104163108,0.3228489958764661,0.08191576321073955,0.31764565577844717,0.35609387609786536,0.08731694117589368,0.3466517747788898,0.7807680742969343,0.11168907698376716,0.7807069163638948,72.86703509451254,75.21484655430147,45.28557419743438,36.47973422482882,39.19174333402678,21.88959988039799,2.3295050658724064,0.7276593529462562,2.087453662720817,0.8116261671561685,0.14870949427831998,0.8381656080261893
